# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1.5 catalog.
# figs_id threed_south_idv41 figs_ra figs_dec threed_ra threed_dec
201105 10616 53.265995 -27.860126 53.265980 -27.860132
201107 10645 53.247948 -27.860319 53.247955 -27.860325
201108 10604 53.264378 -27.860258 53.264381 -27.860258
201111 10597 53.284989 -27.860291 53.284988 -27.860289
201114 10710 53.253700 -27.860435 53.253700 -27.860439
201115 10488 53.293812 -27.860298 53.293816 -27.860302
201116 10633 53.294022 -27.860428 53.294018 -27.860426
201119 10579 53.264168 -27.860424 53.264172 -27.860424
201120 10542 53.286362 -27.860407 53.286362 -27.860407
201121 10453 53.280281 -27.860476 53.280277 -27.860474
201122 10470 53.246792 -27.860529 53.246803 -27.860535
201123 10501 53.259235 -27.860531 53.259239 -27.860533
201127 10448 53.282318 -27.860546 53.282314 -27.860550
201128 10719 53.264858 -27.861198 53.264862 -27.861197
201129 10554 53.264584 -27.860620 53.264591 -27.860626
201130 10765 53.264992 -27.860903 53.264996 -27.860901
201131 10591 53.265583 -27.861135 53.265579 -27.861134
201132 9957 53.261345 -27.861156 53.261360 -27.861130
201135 10369 53.254051 -27.861095 53.254051 -27.861097
201136 10410 53.275066 -27.860678 53.275070 -27.860678
201137 10464 53.283360 -27.860643 53.283321 -27.860628
201138 10422 53.266834 -27.860678 53.266830 -27.860683
201139 10439 53.278824 -27.860723 53.278831 -27.860725
201140 10425 53.254974 -27.860729 53.254974 -27.860731
201143 10476 53.281067 -27.860849 53.281071 -27.860851
201144 10682 53.245869 -27.861113 53.245876 -27.861109
201145 10387 53.289318 -27.860868 53.289322 -27.860874
201146 12074 53.263725 -27.853792 53.263729 -27.853792
201152 12097 53.279995 -27.853781 53.279984 -27.853785
201156 10471 53.278774 -27.860992 53.278774 -27.860994
201157 10373 53.284557 -27.861000 53.284554 -27.860998
201158 10318 53.282387 -27.861027 53.282394 -27.861034
