# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
# pearsid field ra dec old_z new_z new_z_err source dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
76554 GOODS-N 189.117165 62.252018 0.6652 0.6917 0.0102 3DHST 1.0672 0.3451 1.3923 0.2350 70.8961 66.4480
76778 GOODS-N 189.170511 62.251415 0.8357 0.7996 0.0266 3DHST 1.1721 0.1966 1.3596 0.1030 116.6305 112.5560
76889 GOODS-N 189.169652 62.251384 0.9375 1.0061 0.0164 3DHST 1.4588 0.1852 1.6465 0.1046 148.7002 106.8871
76917 GOODS-N 189.181488 62.251674 0.9336 0.8014 0.0147 3DHST 0.9338 0.1191 1.3007 0.0730 463.5919 228.5084
76936 GOODS-N 189.166858 62.251514 0.6901 0.6250 0.0120 3DHST 1.1762 0.2439 1.6541 0.1600 120.6088 90.6885
77103 GOODS-N 189.258085 62.252987 0.9390 0.9390 0.0110 3DHST 1.2011 0.0916 1.1730 0.0485 297.2844 297.2844
77314 GOODS-N 189.133708 62.251804 0.8001 0.8659 0.0228 3DHST 1.4310 0.1947 1.5097 0.1152 126.7706 96.2335
77333 GOODS-N 189.161711 62.253011 1.0090 1.0090 0.0807 3DHST 1.3096 0.1696 1.6555 0.1057 99.9139 99.9139
77555 GOODS-N 189.135301 62.253768 0.6575 0.6988 0.0086 3DHST 1.1558 0.0970 1.3366 0.0542 201.5720 161.8393
77715 GOODS-N 189.192615 62.257679 0.9805 1.1000 0.0246 3DHST 1.1694 0.0885 1.2878 0.0496 397.5757 249.8377
77927 GOODS-N 189.237947 62.253233 0.8346 0.6778 0.0409 3DHST 1.3148 0.2527 1.4670 0.1259 158.5265 92.1803
78300 GOODS-N 189.225646 62.254286 0.8473 0.7876 0.0191 3DHST 1.0238 0.0805 1.0155 0.0408 861.9882 652.4252
78475 GOODS-N 189.149125 62.253994 0.8184 0.8257 0.0099 3DHST 1.4054 0.1556 1.6440 0.0993 98.6235 93.8755
78535 GOODS-N 189.275403 62.254694 0.8508 1.1425 0.2775 3DHST 1.1788 0.0695 1.3722 0.0443 7332.5790 3800.4526
78698 GOODS-N 189.276272 62.255115 0.9549 1.1644 0.0126 3DHST 1.1234 0.0654 1.3137 0.0386 3542.0478 2225.8423
79185 GOODS-N 189.165655 62.263368 0.8522 0.8522 0.0051 3DHST 1.4026 0.0891 1.6833 0.0577 362.5703 362.5703
79426 GOODS-N 189.217982 62.260429 0.9434 0.9434 0.0111 3DHST 1.1216 0.1009 1.7205 0.0692 106.9437 106.9437
79587 GOODS-N 189.310322 62.258373 0.8516 0.8687 0.0064 3DHST 1.4372 0.1179 1.7966 0.0838 115.5590 87.1516
79903 GOODS-N 189.189328 62.256532 0.6807 0.6695 0.0103 3DHST 1.1050 0.0951 1.2697 0.0512 630.9452 620.5323
79928 GOODS-N 189.181350 62.259077 0.8835 0.8110 0.0080 3DHST 0.8870 0.0882 1.2636 0.0601 404.0046 264.0691
79945 GOODS-N 189.232363 62.257916 0.7081 0.6319 0.1457 3DHST 1.1044 0.2058 1.1726 0.0972 123.0271 95.3744
