# col1    col2          col3         col4     delta_ra                 delta_dec                col5     col6     col7     correct_dec          id        field     ra             dec           x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W   e_F606W    f_F814W   e_F814W   f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  123142  189.3239482   62.3361543   24.272   4.109999991896984E-6     5.841111104132324E-6     0.021    193.0    191.0    62.33606541111111    36243.0   GOODS-N   189.32394409   62.33605957   7684.96    16091.8    -1.0     0.7298   2.9343        0.050478      3.3138        0.040239      0.87356   0.02212    -99.0     -99.0     4.0478    0.053988   4.1591    0.070638   4.6373    0.098662   1.1047    3.5           3.662     2.876     3.4           0.0          0       0            0           1          0           4            8            4            8.9     1.3   0.022121654172065644   
  89077   189.3239774   62.2728214   24.104   4.856999998992251E-5     2.7431111107034667E-5    0.026    67.5     65.6     62.27273251111111    26565.0   GOODS-N   189.32392883   62.27270508   7679.88    12290.47   -1.0     0.5346   1.0527        0.061162      1.0215        0.035134      1.4182    0.057273   -99.0     -99.0     3.1336    0.10464    3.7372    0.21437    3.5804    0.21828    1.0209    4.14          7.66      5.304     8.94          0.0          2       0            0           1          0           5            4            6            8.55    0.0   0.1279458817443594     
  101238  189.3241779   62.2948481   25.38    5.070000000273467E-5     -2.4488888854534707E-6   0.048    63.8     35.4     62.29475921111111    30709.0   GOODS-N   189.3241272    62.29476166   7676.25    13613.83   -1.0     2.2349   1.6524        0.06472       2.1327        0.04007       0.68208   0.031969   -99.0     -99.0     2.3559    0.077187   3.2495    0.12565    4.1405    0.17007    1.0491    4.32          4.725     3.991     5.46          0.0          0       0            0           1          0           4            4            4            10.31   0.6   0.08531447265928957    
  116234  189.3241811   62.3191704   25.463   -7.1300000001883745E-6   -2.658888888618094E-6    0.052    42.1     40.0     62.31908151111111    34334.0   GOODS-N   189.32418823   62.31908417   7676.86    15073.24   -1.0     0.4256   0.73769       0.0731        0.85385       0.039496      0.68514   0.025715   -99.0     -99.0     1.2077    0.072268   1.4312    0.14002    1.6355    0.11655    1.0803    4.43          4.35      2.138     5.04          0.0          0       0            0           1          0           4            3            4            7.76    0.9   0.015290678840325702   
  86177   189.3241933   62.267404    24.274   5.069999986062612E-6     7.83111111246626E-6      0.023    136.0    131.0    62.26731511111111    25591.0   GOODS-N   189.32418823   62.26730728   7672.04    11966.54   -1.0     1.9666   2.5403        0.060278      2.7569        0.031055      1.979     0.027849   -99.0     -99.0     4.0266    0.041566   4.3349    0.10155    4.6445    0.096604   1.0761    3.55          5.384     2.957     4.38          0.0          0       0            0           1          0           8            4            8            9.84    0.3   0.02944365244682429    
  111251  189.3245081   62.3122546   25.162   1.4690000000427972E-5    -2.4088888892492832E-6   0.045    52.0     50.6     62.31216571111111    33399.0   GOODS-N   189.32449341   62.31216812   7667.45    14658.31   -1.0     1.4431   1.723         0.064252      2.0146        0.040328      0.73288   0.028237   -99.0     -99.0     2.535     0.066154   2.9932    0.1102     3.4552    0.1347     1.0711    4.06          4.833     2.859     4.56          0.0          0       0            0           1          0           4            4            4            9.45    0.9   0.026058094234514835   
  112764  189.3245207   62.3155547   22.56    -3.230000004350586E-6    5.601111112696344E-6     0.0080   933.0    931.0    62.31546581111111    33691.0   GOODS-N   189.32452393   62.31546021   7666.9     14855.88   2.237    1.2698   12.729        0.063889      16.681        0.040159      8.5321    0.024224   -99.0     -99.0     22.941    0.058053   18.864    0.093478   24.406    0.16083    1.0551    3.5           7.235     3.569     3.53          5.81         0       0            0           1          0           4            4            4            10.48   0.6   0.02087517357443507    
  121521  189.3246924   62.3345345   23.424   -1.4630000009674404E-5   -9.189888888982978E-5    0.016    135.0    95.7     62.33444561111111    35918.0   GOODS-N   189.32470703   62.33453751   7663.78    16000.48   0.937    0.975    4.0813        0.050478      4.5789        0.039741      1.8435    0.060374   -99.0     -99.0     13.029    0.14877    15.759    0.19242    17.455    0.22598    1.0273    3.74          11.091    3.831     9.32          0.0          0       0            0           1          0           4            8            4            9.95    1.9   0.3317385536703932     
  97114   189.3247825   62.2877382   25.413   1.442999999312633E-5     -9.378888890410053E-6    0.042    34.6     33.4     62.28764931111111    29519.0   GOODS-N   189.32476807   62.28765869   7657.69    13187.64   -1.0     3.9049   0.77882       0.065747      0.76756       0.032582      0.42121   0.020751   -99.0     -99.0     0.85532   0.040217   0.9999    0.083335   0.97289   0.057613   1.1509    3.5           2.542     2.24      2.83          0.0          0       0            2           0          1           5            4            6            9.7     0.5   0.04151618601411344    
  88627   189.3248141   62.2713535   25.353   1.5520000005153634E-5    -2.328888889735481E-6    0.048    47.7     45.0     62.27126461111111    26424.0   GOODS-N   189.32479858   62.27126694   7655.37    12204.16   -1.0     1.862    1.7512        0.060115      2.1578        0.030939      0.4877    0.02813    -99.0     -99.0     2.6027    0.042385   3.0611    0.10375    3.7239    0.093902   1.078     3.5           4.732     3.312     4.76          0.0          0       0            0           1          0           8            4            8            10.1    1.2   0.027314966794218347   
  92798   189.3249545   62.2819162   19.971   3.384999999411775E-5     1.291111111356713E-6     0.0020   2590.0   2570.0   62.28182731111111    28090.0   GOODS-N   189.32492065   62.28182602   7653.13    12837.76   0.0      0.01     -99.0         -99.0         93.91         0.042796      82.153    0.022743   -99.0     -99.0     115.78    0.047734   -99.0     -99.0      113.28    0.13286    1.0762    3.5           4.106     3.975     2.32          3.28         2       0            1           0          0           3            0            4            6.71    0.0   0.056870130094755805   
  107999  189.3251592   62.3063959   25.114   9.659999989253265E-6     2.0811111056673326E-6    0.036    60.5     59.2     62.30630701111111    32645.0   GOODS-N   189.32514954   62.30630493   7648.66    14306.56   -1.0     0.9056   0.70091       0.060654      0.70686       0.039907      0.54033   0.018691   -99.0     -99.0     1.0075    0.053304   0.98842   0.084445   0.98412   0.10734    1.0903    4.48          3.485     2.201     3.67          0.0          0       0            2           1          0           4            4            4            8.32    0.1   0.017814009975672934   
  91558   189.3251639   62.2767407   25.652   2.9620000020713633E-5    -1.2918888891988445E-5   0.057    19.9     19.3     62.27665181111111    27464.0   GOODS-N   189.32513428   62.27666473   7646.49    12528.04   -1.0     0.8911   0.63263       0.19997       0.62295       0.042623      0.32869   0.021105   -99.0     -99.0     0.79175   0.049985   0.83347   0.2601     0.81025   0.077482   1.1481    3.5           2.672     2.241     3.17          0.0          0       0            2           1          0           3            1            4            8.31    0.0   0.06799778834670421    
  125056  189.3251791   62.3421568   23.306   -9.499999862327968E-7    1.1641111107962843E-5    0.014    59.7     26.1     62.34206791111111    36738.0   GOODS-N   189.32518005   62.34205627   7651.35    16451.68   0.5838   0.5554   3.6532        0.062555      3.9859        0.040599      2.904     0.02879    -99.0     -99.0     6.4533    0.065763   6.7476    0.11407    7.2683    0.17926    1.0453    4.41          4.624     4.206     5.05          0.0          3       0            0           1          0           4            4            4            8.74    0.6   0.04193805829692342    
  80573   189.3251828   62.2593275   24.817   -1.2510000004795074E-5   -1.58488888928332E-5     0.04     47.3     44.7     62.25923861111111    23918.0   GOODS-N   189.32519531   62.25925446   7643.22    11483.49   -1.0     0.3529   0.67015       0.060536      0.69235       0.028566      1.1793    0.036213   -99.0     -99.0     1.8222    0.053942   1.6837    0.15015    1.7173    0.12591    1.0454    4.54          6.063     3.017     6.69          0.0          0       0            0           1          0           10           4            10           7.89    0.0   0.060785144581179      
  121688  189.3251934   62.3329338   25.297   -1.910000008820134E-6    -2.688888891100305E-6    0.053    31.8     17.3     62.33284491111111    35934.0   GOODS-N   189.32519531   62.3328476    7649.8     15899.0    -1.0     0.9269   0.67756       0.050478      0.65302       0.03994       0.40139   0.026148   -99.0     -99.0     1.0505    0.065419   1.1461    0.084293   1.0905    0.12735    1.0743    4.73          3.326     2.818     4.63          0.0          3       0            0           1          0           4            8            4            8.55    0.4   0.010192945484700367   
  119943  189.3252811   62.3275137   25.178   -5.770000001348308E-6    -1.3538888893549483E-5   0.053    25.5     24.0     62.32742481111111    35358.0   GOODS-N   189.32528687   62.32743835   7647.06    15574.4    -1.0     0.8582   0.55801       0.072151      0.64953       0.040627      0.33704   0.026741   -99.0     -99.0     1.0545    0.070042   1.0717    0.1368     1.2316    0.14287    1.0673    5.58          3.407     2.354     5.03          0.0          0       0            0           1          0           4            3            4            8.49    0.2   0.04968551237565384    
  121009  189.3253076   62.331582    24.265   -9.77999999918211E-6     3.551111106503413E-6     0.021    81.1     80.2     62.33149311111111    35773.0   GOODS-N   189.32531738   62.33148956   7646.5     15817.59   -1.0     1.1458   3.2098        0.063389      3.3548        0.033048      1.3624    0.023682   -99.0     -99.0     4.228     0.048911   4.8367    0.094302   4.9909    0.086896   1.0935    3.5           4.094     2.941     3.76          0.0          0       0            0           1          0           6            4            6            9.24    0.6   0.0207538237504669     
  92459   189.3253108   62.2782553   25.634   8.680000007643685E-6     -1.3088888906054308E-6   0.046    22.8     17.9     62.27816641111111    27770.0   GOODS-N   189.32530212   62.27816772   7642.22    12618.2    -1.0     4.5948   0.52643       0.079627      0.54185       0.042157      0.10368   0.018925   -99.0     -99.0     0.52302   0.041986   0.62028   0.092628   0.63033   0.083139   1.1392    4.36          2.348     1.908     2.64          0.0          2       0            2           1          0           3            4            4            9.74    0.0   0.015280578613611545   
  112757  189.3253226   62.3145026   24.727   2.0479999989220232E-5    -8.89888889332724E-6     0.033    106.0    92.1     62.31441371111111    33683.0   GOODS-N   189.32530212   62.31442261   7645.46    14793.44   -1.0     2.2254   1.6293        0.063295      1.841         0.040116      1.1022    0.028345   -99.0     -99.0     2.4113    0.065303   2.8357    0.10875    3.1632    0.12918    1.0736    3.85          5.015     2.871     4.73          0.0          0       0            0           1          0           4            4            4            9.67    0.4   0.04690139548420902    
  106694  189.3253649   62.3039464   25.763   1.740000016070553E-6     -2.19888888608466E-6     0.052    54.2     54.1     62.30385751111111    32293.0   GOODS-N   189.32536316   62.30385971   7642.47    14159.7    -1.0     0.6366   0.37641       0.064984      0.45499       0.040507      0.29191   0.023603   -99.0     -99.0     0.50602   0.061961   0.60309   0.10279    0.7197    0.10362    1.0976    5.06          2.815     1.942     4.2           0.0          0       0            2           1          0           4            4            4            7.68    0.3   0.008434410987948445   
  94458   189.3254451   62.2826501   25.52    -9.610000006432529E-6    -2.0118888890863218E-5   0.059    110.0    28.2     62.28256121111111    28586.0   GOODS-N   189.32545471   62.28258133   7638.16    12883.15   -1.0     0.8552   -99.0         -99.0         0.45229       0.035167      0.58807   0.041049   -99.0     -99.0     0.94988   0.069934   -99.0     -99.0      0.98061   0.1177     1.0709    6.74          2.614     1.925     5.91          0.0          0       0            2           1          0           5            0            6            8.19    0.0   0.07419390284849894    
  121933  189.3254742   62.3327674   25.9     -1.1029999996026163E-5   6.391111114112391E-6     0.066    30.8     12.3     62.33267851111111    35922.0   GOODS-N   189.32548523   62.33267212   7641.8     15888.58   -1.0     2.8106   0.35444       0.050478      0.55169       0.039116      0.39867   0.023713   -99.0     -99.0     0.57956   0.057131   0.53848   0.075711   0.82747   0.094288   1.1077    4.64          2.946     1.968     3.86          0.0          3       0            2           1          0           4            6            4            9.21    0.3   0.029484301556866918   
  104213  189.325658    62.3000234   25.784   4.920000009178693E-6     -3.6888888885755478E-6   0.054    86.0     85.8     62.29993451111111    31634.0   GOODS-N   189.32565308   62.2999382    7634.29    13924.47   -1.0     0.9074   0.54461       0.064144      0.5252        0.039969      0.3124    0.02662    -99.0     -99.0     0.77518   0.063769   0.89804   0.10442    0.85501   0.08985    1.12      4.24          3.128     1.939     3.92          0.0          0       0            2           1          0           4            4            4            8.35    0.0   0.01562515997129126    
  118155  189.3256864   62.3226453   25.707   -1.2450000014041507E-5   -2.9488888912965194E-6   0.079    22.4     22.2     62.32255641111111    34784.0   GOODS-N   189.32569885   62.32255936   7635.03    15281.77   -1.0     1.5295   0.6958        0.072284      0.78008       0.039518      0.36283   0.021346   -99.0     -99.0     1.0741    0.061575   1.1206    0.11493    1.2403    0.1279     1.0733    5.14          3.375     2.415     4.33          0.0          0       0            0           1          0           4            3            4            8.95    0.0   0.02336906850594411    
  108721  189.3257718   62.3078149   24.585   2.7170000009846262E-5    -1.7988888956210758E-6   0.028    78.6     77.9     62.30772601111111    32810.0   GOODS-N   189.32574463   62.30772781   7632.17    14391.86   -1.0     0.8189   1.7488        0.062138      1.7271        0.040165      0.66444   0.02224    -99.0     -99.0     2.52      0.060162   2.8017    0.09828    2.7316    0.11807    1.0807    3.91          3.739     3.171     4.22          0.0          0       0            0           1          0           4            4            4            8.84    0.8   0.04591444831295508    
  90497   189.3259196   62.2815929   23.339   7.1199999922555435E-6    -1.3018888893157055E-5   0.017    261.0    138.0    62.28150401111111    28061.0   GOODS-N   189.32591248   62.28151703   7625.17    12819.29   -1.0     2.2396   -99.0         -99.0         4.426         0.043281      4.44      0.038583   -99.0     -99.0     7.9341    0.088509   -99.0     -99.0      10.443    0.26775    1.0212    3.86          10.081    4.601     6.58          0.0          2       0            0           1          0           3            0            4            10.02   0.1   0.04836059539734776    
  83506   189.3260117   62.2629321   23.801   -7.589999995616381E-6    1.8201111110727197E-5    0.015    138.0    135.0    62.26284321111111    24630.0   GOODS-N   189.32601929   62.26282501   7620.6     11697.68   -1.0     0.2575   5.1952        0.062751      5.1902        0.031486      1.1656    0.017979   -99.0     -99.0     6.0633    0.029327   6.5016    0.07753    6.4125    0.06612    1.1308    3.5           2.952     2.648     2.27          3.63         3       0            1           0          0           8            4            8            8.85    0.0   0.06674666685380724    
  88848   189.3261412   62.2726396   24.304   -1.6000001323845936E-7   -9.408888892892264E-6    0.032    66.8     49.4     62.27255071111111    26633.0   GOODS-N   189.32614136   62.27256012   7618.19    12281.94   -1.0     1.5002   1.6144        0.06219       1.9534        0.035839      1.2609    0.061495   -99.0     -99.0     5.6799    0.12181    6.1346    0.23331    7.3284    0.22938    1.0189    4.28          8.356     4.797     9.27          0.0          0       0            0           1          0           5            4            6            9.81    0.6   0.033873060155556536   
  95979   189.326186    62.2860364   23.558   -1.1299999869152089E-6   -9.828888892116083E-6    0.016    114.0    107.0    62.28594751111111    29095.0   GOODS-N   189.32618713   62.28595734   7617.98    13085.68   1.4878   1.5219   2.796         0.063768      2.875         0.033771      3.8622    0.043108   -99.0     -99.0     7.1763    0.083586   7.315     0.16471    7.426     0.13838    1.0527    3.5           7.64      3.525     6.74          0.0          2       0            0           1          0           5            4            6            9.56    0.1   0.03543453955397596    
  121576  189.3262053   62.3433496   19.155   3.341999999406653E-5     1.0441111115255808E-5    0.0020   1770.0   1770.0   62.343260711111114   36456.0   GOODS-N   189.32617188   62.34325027   7623.49    16523.35   0.2544   0.2386   182.36        0.066984      204.36        0.039613      101.49    0.035652   -99.0     -99.0     374.03    0.084461   410.5     0.14886    454.17    0.54376    1.0       3.5           15.623    14.171    6.93          5.54         2       0            0           1          0           4            4            4            10.24   0.6   0.06731710991840972    
  85965   189.3262416   62.2668158   24.93    8.690000015576516E-6     -5.38888883738764E-7     0.034    91.1     90.4     62.266726911111114   25432.0   GOODS-N   189.32623291   62.26672745   7615.09    11931.98   -1.0     0.5425   1.0279        0.062102      1.1855        0.031034      0.59231   0.02131    -99.0     -99.0     1.4042    0.031808   1.3499    0.080517   1.5371    0.068209   1.1238    3.56          3.135     2.628     3.33          0.0          0       0            0           1          0           8            4            8            8.19    0.4   0.014686892973226081   
  119764  189.3263534   62.3273883   24.195   1.3679999995019898E-5    -9.238888885931829E-6    0.027    80.5     71.3     62.32729941111111    35264.0   GOODS-N   189.32633972   62.32730865   7617.53    15566.72   1.2249   1.2252   1.6823        0.076455      1.852         0.040466      1.7176    0.03962    -99.0     -99.0     4.2427    0.10182    4.6797    0.20997    5.0863    0.20629    1.0345    4.22          6.207     4.427     7.34          0.0          2       0            0           1          0           4            3            4            9.28    0.1   0.04036514550089336    
  82227   189.3263702   62.2598762   24.991   -1.5299999972739897E-5   -1.1988888886094173E-6   0.034    43.7     43.4     62.25978731111111    23930.0   GOODS-N   189.3263855    62.25978851   7610.14    11515.55   -1.0     3.1861   0.63687       0.063088      0.80105       0.028372      0.84965   0.021438   -99.0     -99.0     1.0154    0.031127   0.94451   0.092371   1.1729    0.073484   1.0957    3.97          3.813     2.385     3.69          0.0          0       0            0           1          0           10           4            10           9.27    0.0   0.02599847210698237    
  96215   189.3263862   62.2856368   25.863   1.5960000013137687E-5    -1.2698888887996418E-5   0.065    39.4     11.1     62.28554791111111    29118.0   GOODS-N   189.32637024   62.28556061   7612.96    13061.78   -1.0     1.616    0.48046       0.063378      0.40649       0.032966      0.70258   0.040654   -99.0     -99.0     1.0788    0.076205   1.1938    0.15547    0.99713   0.12002    1.0644    4.63          4.176     2.969     6.68          0.0          3       0            2           1          0           5            4            6            8.95    0.0   0.0529523678045688     
  104515  189.3264844   62.3011312   25.784   7.3500000041804014E-6    -9.778888887979065E-6    0.059    54.3     52.7     62.30104231111111    31816.0   GOODS-N   189.32647705   62.30105209   7611.38    13991.3    -1.0     1.584    0.54713       0.065257      0.54221       0.03942       0.64935   0.043703   -99.0     -99.0     1.3165    0.10215    1.4616    0.17211    1.43      0.12919    1.0724    4.0           5.093     2.702     6.83          0.0          0       0            0           1          0           4            4            4            8.81    0.0   0.03729067185581154    
  119570  189.3266032   62.3263006   25.247   3.4599999992224184E-5    -9.758888886324257E-6    0.045    44.9     36.5     62.326211711111114   35187.0   GOODS-N   189.3265686    62.32622147   7610.89    15501.47   -1.0     2.0278   1.0825        0.075708      0.92863       0.039855      0.71308   0.028184   -99.0     -99.0     1.543     0.076428   2.1796    0.15049    1.846     0.12381    1.0762    4.02          5.148     2.406     5.42          0.0          0       0            0           1          0           4            3            4            9.26    0.0   0.0676824173524224     
  88591   189.3266224   62.2720655   24.191   -2.250000000003638E-5    -7.488888890350154E-6    0.023    81.9     69.5     62.27197661111111    26566.0   GOODS-N   189.3266449    62.2719841    7604.07    12247.22   -1.0     0.8561   2.0818        0.060946      2.2489        0.035236      1.1439    0.025858   -99.0     -99.0     3.2613    0.044929   3.3605    0.097127   3.5839    0.10267    1.0815    3.59          4.234     3.269     4.4           0.0          0       0            0           1          0           6            4            6            9.04    0.0   0.046337589131728835   
  81224   189.3267466   62.2650019   20.792   -5.109999989372227E-6    -2.4588888862808744E-6   0.0040   710.0    709.0    62.26491301111111    24725.0   GOODS-N   189.32675171   62.26491547   7600.56    11823.15   0.476    0.3606   25.127        0.061107      28.692        0.031613      18.085    0.052494   -99.0     -99.0     84.988    0.095526   99.519    0.23894    112.19    0.30722    1.0       3.5           13.271    9.366     10.9          9.1          2       0            0           1          0           8            4            8            10.25   0.7   0.012314713282641514   
  120081  189.3268764   62.3275868   25.14    1.7880000001468943E-5    -5.288888893062449E-6    0.05     43.0     32.9     62.32749791111111    35361.0   GOODS-N   189.32685852   62.3275032    7602.9     15578.51   -1.0     1.3917   0.7206        0.076914      0.78622       0.039153      0.8777    0.023089   -99.0     -99.0     1.1191    0.060828   1.1852    0.12489    1.2766    0.1077     1.0875    4.31          3.063     2.821     4.39          0.0          3       0            0           1          0           4            3            4            8.62    0.0   0.035442187106619366   
  116841  189.3270943   62.3198709   25.353   2.215999998611551E-5     -4.058888890767776E-6    0.044    57.9     57.6     62.31978201111111    34439.0   GOODS-N   189.32707214   62.31978607   7596.33    15115.35   -1.0     1.1842   1.6918        0.075608      1.8434        0.038576      0.47731   0.018493   -99.0     -99.0     1.9114    0.051717   2.3605    0.10415    2.5392    0.094899   1.1041    3.83          3.24      2.732     3.44          0.0          0       0            0           1          0           4            3            4            9.3     0.4   0.0398355208015077     
  120425  189.3272093   62.3281951   25.584   1.509000000510241E-5     -7.348888885871929E-6    0.052    49.2     27.9     62.32810621111111    35432.0   GOODS-N   189.32719421   62.32811356   7593.73    15615.21   -1.0     1.1726   0.76209       0.076643      0.85007       0.04033       0.4239    0.021432   -99.0     -99.0     1.2823    0.058097   1.1645    0.11562    1.2823    0.08431    1.1315    3.5           3.386     2.289     3.78          0.0          0       0            0           1          0           4            3            4            8.58    0.0   0.03655675150694053    
  119463  189.3272573   62.325753    25.902   1.7310000004044923E-5    -1.1848888888721376E-5   0.064    32.9     25.6     62.32566411111111    35123.0   GOODS-N   189.32723999   62.32567596   7592.44    15468.88   -1.0     1.7474   0.97179       0.072593      0.99647       0.039461      0.2754    0.02312    -99.0     -99.0     1.383     0.059749   1.5832    0.11676    1.6027    0.10698    1.0893    3.95          3.586     2.792     4.26          0.0          0       0            0           1          0           4            3            4            9.26    0.4   0.05154799103368637    
  124609  189.3273183   62.3411177   22.262   -1.3239999987035844E-5   2.501111111996579E-6     0.0080   258.0    113.0    62.34102881111111    36613.0   GOODS-N   189.32733154   62.34102631   7591.2     16389.97   1.0198   1.0113   6.6341        0.063605      6.875         0.040348      6.3286    0.04735    -99.0     -99.0     21.236    0.12851    22.504    0.21301    23.025    0.22113    1.0298    3.5           9.703     4.682     8.41          0.0          0       0            0           1          0           4            4            4            9.9     0.6   0.02388790873419798    
  94336   189.3274578   62.2819059   25.819   4.189999998516214E-6     -5.188888891893839E-6    0.059    22.9     20.2     62.28181701111111    28449.0   GOODS-N   189.32745361   62.2818222    7582.15    12837.6    -1.0     2.2492   -99.0         -99.0         0.88923       0.041562      0.50685   0.020677   -99.0     -99.0     0.66566   0.048759   -99.0     -99.0      1.1246    0.08666    1.1319    4.32          2.53      2.001     3.02          0.0          0       0            0           1          0           3            0            4            8.96    0.0   0.019954083837329033   
  96020   189.3276185   62.2852247   25.517   1.2300000008735879E-5    6.26111111046157E-6      0.044    35.0     29.0     62.28513581111111    29074.0   GOODS-N   189.3276062    62.28512955   7578.41    13036.11   -1.0     2.2515   0.78469       0.069499      1.1273        0.03346       0.70244   0.02041    -99.0     -99.0     0.92737   0.0539     0.99776   0.087245   1.4151    0.056472   1.1555    3.5           2.467     2.121     2.63          0.0          0       0            0           1          0           5            4            6            9.07    0.0   0.03053094870264115    
  106899  189.3276212   62.3044082   25.968   4.552000001467604E-5     -5.78888889180007E-6     0.076    37.4     36.7     62.30431931111111    32347.0   GOODS-N   189.32757568   62.3043251    7580.83    14187.93   -1.0     2.7519   0.54048       0.064427      0.59788       0.04174       0.35429   0.02146    -99.0     -99.0     0.55694   0.061733   0.86022   0.10124    0.93947   0.10996    1.0932    4.78          3.157     2.052     4.1           0.0          0       0            2           1          0           4            4            4            9.36    0.4   0.07896332838017028    
  121958  189.3276728   62.3331089   25.139   5.5599999768674024E-6    -1.4508888888542515E-5   0.043    32.3     28.7     62.33302001111111    35956.0   GOODS-N   189.32766724   62.33303452   7580.92    15910.25   -1.0     1.0643   1.4525        0.067053      1.3555        0.041018      0.46431   0.019772   -99.0     -99.0     1.7933    0.053082   2.0368    0.09283    1.8766    0.10313    1.1004    3.92          3.222     2.735     3.63          0.0          0       0            0           1          0           4            4            4            8.85    0.8   0.05305244004456929    
  100776  189.3276834   62.2941796   25.752   1.6160000001264052E-5    -3.378888891347742E-6    0.057    32.4     29.5     62.29409071111111    30680.0   GOODS-N   189.32766724   62.29409409   7577.46    13573.9    -1.0     0.8295   0.4297        0.062967      0.38651       0.039401      0.33551   0.026121   -99.0     -99.0     0.77044   0.063262   0.69106   0.099978   0.61369   0.097296   1.1034    5.22          2.337     2.054     3.59          0.0          0       0            2           1          0           4            4            4            8.11    0.0   0.02965729462149219    
  96604   189.3277817   62.2866466   25.599   -2.2870000009334035E-5   1.6721111109063713E-5    0.056    76.9     25.8     62.28655771111111    29263.0   GOODS-N   189.32780457   62.28654099   7573.02    13120.81   -1.0     2.3026   1.0217        0.064753      1.272         0.034914      0.66398   0.026345   -99.0     -99.0     1.4747    0.051523   1.6645    0.10415    2.0459    0.11354    1.0729    4.63          4.171     2.429     4.32          0.0          0       0            0           1          0           5            4            6            9.52    0.5   0.07134119898929801    
  102898  189.3278167   62.2978065   24.865   1.2129999987564588E-5    -4.388888896755816E-7    0.029    78.4     77.6     62.29771761111111    31275.0   GOODS-N   189.32780457   62.29771805   7573.92    13791.44   -1.0     0.5562   1.0484        0.065453      1.0591        0.039554      0.7608    0.02277    -99.0     -99.0     1.3607    0.053034   1.4623    0.090137   1.4586    0.096837   1.1049    4.17          2.952     2.506     3.42          0.0          0       0            0           1          0           4            4            4            7.98    0.4   0.020361656468260353   
  113729  189.327915    62.31571     24.984   -2.6890000015100668E-5   8.321111110376478E-6     0.037    60.9     59.2     62.31562111111111    33880.0   GOODS-N   189.32794189   62.31561279   7571.97    14865.01   -1.0     2.7488   1.0995        0.063059      1.3122        0.041144      0.89354   0.033356   -99.0     -99.0     1.7976    0.08011    2.2432    0.12701    2.643     0.13689    1.0713    3.82          4.395     3.527     5.56          0.0          0       0            0           1          0           4            4            4            9.69    0.3   0.05403823738701926    
  83999   189.3279175   62.2639694   23.792   -9.139999974649982E-6    2.641111109369376E-6     0.018    91.4     82.3     62.26388051111111    24928.0   GOODS-N   189.32792664   62.26387787   7567.51    11760.92   -1.0     0.8909   4.9402        0.062299      5.4209        0.031391      1.078     0.027518   -99.0     -99.0     8.209     0.047485   9.5717    0.11917    10.369    0.12712    1.054     3.69          6.142     3.86      5.34          0.0          2       0            0           1          0           8            4            8            9.83    0.5   0.018025152868593432   
  99836   189.328009    62.2927075   25.03    6.070000011959564E-6     1.2261111109523881E-5    0.039    38.7     35.5     62.29261861111111    30357.0   GOODS-N   189.32800293   62.29260635   7567.95    13484.67   -1.0     2.3053   1.3427        0.062707      1.5014        0.040562      0.74118   0.03065    -99.0     -99.0     1.7743    0.071759   2.4731    0.11403    2.7302    0.14761    1.0645    4.33          4.626     3.062     5.09          0.0          0       0            0           1          0           4            4            4            9.68    0.3   0.04529425717005631    
  87494   189.3280158   62.2698113   23.416   -2.3899999916920933E-6   -7.198888887671728E-6    0.013    165.0    161.0    62.26972241111111    26115.0   GOODS-N   189.32801819   62.26972961   7565.38    12111.97   0.5333   0.534    4.3691        0.062468      4.7438        0.030706      2.8404    0.02226    -99.0     -99.0     5.7945    0.033283   6.0721    0.08571    6.5088    0.079549   1.0957    3.5           3.614     3.239     3.63          0.0          0       0            0           1          0           8            4            8            8.75    0.6   0.026223410786865364   
  123516  189.3280687   62.3373319   25.609   4.739999980074572E-6     8.811111129602978E-7     0.05     16.3     14.7     62.33724301111111    36365.0   GOODS-N   189.32806396   62.33724213   7570.4     16162.83   -1.0     1.0259   0.92414       0.050478      0.97545       0.040781      0.34368   0.017848   -99.0     -99.0     1.1194    0.04734    1.1885    0.064091   1.2385    0.078853   1.1415    3.5           2.907     2.306     3.02          0.0          0       0            0           1          0           4            8            4            8.78    0.5   0.008533669178687812   
  88436   189.3281336   62.2709374   24.708   -6.659999996827537E-6    -2.6288888861358828E-6   0.025    69.2     65.9     62.27084851111111    26328.0   GOODS-N   189.32814026   62.27085114   7562.05    12179.33   1.863    1.5295   1.7065        0.059909      1.8419        0.030653      1.5979    0.02071    -99.0     -99.0     1.6567    0.031328   2.1922    0.075979   2.3359    0.062516   1.1349    3.58          2.751     2.571     2.74          0.0          0       0            0           1          0           8            4            8            8.95    0.0   0.014629433370494398   
  85787   189.3281667   62.2680256   21.873   -1.9339999994372192E-5   -3.808888891398965E-6    0.0060   466.0    465.0    62.26793671111111    25575.0   GOODS-N   189.32818604   62.26794052   7560.7     12004.81   0.5577   0.5382   14.231        0.062084      16.234        0.030848      9.3183    0.033063   -99.0     -99.0     26.569    0.049571   29.397    0.12661    33.108    0.16324    1.0321    3.5           8.363     5.104     5.78          9.42         0       0            0           1          0           8            4            8            9.51    1.1   0.03518084171175495    
