# Tex formatted table 3 for SPZ paper
Last login: Sun Jun 30 16:35:12 on ttys001
Bhavins-MBP:grismz_pipeline bhavinjoshi$ python make_paper_table.py  
ID       RA    DEC       Field      zspec    zphot    zg     zspz    NetSig    D4000    D4000_err    iABmag
102153   & GOODS-S   & 53.1237704   & $-$27.751992   & 0.736   & 0.74$\substack{+0.00 \\ -0.02}$   & 0.65$\substack{+0.00 \\ -0.00}$   & 0.75$\substack{+0.00 \\ -0.01}$   & 278.79   & 1.17   & 0.05   & 22.47 \\
59375    & GOODS-N   & 189.1713667   & 62.220700   & 1.016   & 0.98$\substack{+0.00 \\ -0.00}$   & 1.04$\substack{+0.00 \\ -0.05}$   & 0.98$\substack{+0.00 \\ -0.01}$   & 211.11   & 1.34   & 0.06   & 22.83 \\
77522    & GOODS-S   & 53.1725238   & $-$27.788092   & 0.640   & 0.65$\substack{+0.00 \\ -0.00}$   & 0.85$\substack{+0.02 \\ -0.05}$   & 0.64$\substack{+0.00 \\ -0.00}$   & 958.58   & 1.50   & 0.05   & 20.99 \\
78177    & GOODS-S   & 53.1306425   & $-$27.790259   & 0.665   & 0.70$\substack{+0.01 \\ -0.02}$   & 0.46$\substack{+0.01 \\ -0.00}$   & 0.69$\substack{+0.01 \\ -0.04}$   & 782.25   & 1.25   & 0.04   & 21.23 \\
122267   & GOODS-N   & 189.4193151   & 62.335444   & 0.741   & 0.70$\substack{+0.01 \\ -0.00}$   & 0.44$\substack{+0.06 \\ -0.01}$   & 0.70$\substack{+0.00 \\ -0.00}$   & 214.75   & 1.19   & 0.05   & 22.77 \\
56922    & GOODS-S   & 53.2181238   & $-$27.833686   & 0.850   & 0.89$\substack{+0.00 \\ -0.05}$   & 0.31$\substack{+0.00 \\ -0.01}$   & 0.87$\substack{+0.01 \\ -0.05}$   & 279.21   & 1.27   & 0.05   & 22.00 \\
109592   & GOODS-N   & 189.3562126   & 62.313886   & 0.841   & 0.83$\substack{+0.00 \\ -0.01}$   & 0.84$\substack{+0.00 \\ -0.09}$   & 0.83$\substack{+0.01 \\ -0.03}$   & 658.94   & 1.34   & 0.04   & 20.98 \\
99014    & GOODS-S   & 53.1052463   & $-$27.756648   & 0.664   & 0.59$\substack{+0.00 \\ -0.00}$   & 0.47$\substack{+0.00 \\ -0.00}$   & 0.69$\substack{+0.00 \\ -0.00}$   & 641.43   & 1.29   & 0.04   & 21.37 \\
17163    & GOODS-S   & 53.1833072   & $-$27.915043   & 0.908   & 0.89$\substack{+0.05 \\ -0.06}$   & 1.28$\substack{+0.19 \\ -0.07}$   & 0.90$\substack{+0.04 \\ -0.07}$   & 143.06   & 1.19   & 0.08   & 24.53 \\
47740    & GOODS-S   & 53.1618859   & $-$27.845847   & 1.015   & 1.05$\substack{+0.02 \\ -0.04}$   & 1.13$\substack{+0.00 \\ -0.00}$   & 1.10$\substack{+0.00 \\ -0.00}$   & 304.31   & 1.41   & 0.06   & 21.80 \\
117828   & GOODS-N   & 189.2958433   & 62.324542   & 1.145   & 1.17$\substack{+0.00 \\ -0.00}$   & 1.22$\substack{+0.00 \\ -0.03}$   & 1.12$\substack{+0.00 \\ -0.00}$   & 371.34   & 1.51   & 0.07   & 22.00 \\
107836   & GOODS-S   & 53.1501264   & $-$27.739938   & 1.040   & 0.99$\substack{+0.00 \\ -0.04}$   & 0.34$\substack{+0.01 \\ -0.00}$   & 1.02$\substack{+0.00 \\ -0.07}$   & 262.43   & 1.23   & 0.05   & 22.26 \\
36639    & GOODS-N   & 189.1726884   & 62.180919   & 0.937   & 0.92$\substack{+0.00 \\ -0.01}$   & 0.91$\substack{+0.01 \\ -0.10}$   & 0.90$\substack{+0.01 \\ -0.00}$   & 160.27   & 1.37   & 0.08   & 22.82 \\
77103    & GOODS-N   & 189.2580853   & 62.252898   & 0.938   & 0.89$\substack{+0.00 \\ -0.00}$   & 0.35$\substack{+0.00 \\ -0.00}$   & 0.90$\substack{+0.00 \\ -0.00}$   & 265.21   & 1.30   & 0.05   & 22.00 \\
86854    & GOODS-N   & 189.2822288   & 62.271106   & 0.940   & 0.95$\substack{+0.00 \\ -0.01}$   & 1.03$\substack{+0.02 \\ -0.01}$   & 0.96$\substack{+0.01 \\ -0.02}$   & 398.34   & 1.50   & 0.05   & 21.85 \\
105980   & GOODS-S   & 53.1453463   & $-$27.744600   & 0.677   & 0.60$\substack{+0.00 \\ -0.01}$   & 0.70$\substack{+0.00 \\ -0.05}$   & 0.61$\substack{+0.00 \\ -0.01}$   & 146.99   & 1.46   & 0.11   & 23.13 \\
48311    & GOODS-S   & 53.1466198   & $-$27.850945   & 0.981   & 0.96$\substack{+0.05 \\ -0.15}$   & 0.95$\substack{+0.05 \\ -0.01}$   & 1.00$\substack{+0.01 \\ -0.02}$   & 41.46    & 1.25   & 0.22   & 24.84 \\
134787   & GOODS-S   & 53.0902606   & $-$27.682261   & 1.045   & 1.27$\substack{+0.02 \\ -0.07}$   & 1.02$\substack{+0.00 \\ -0.01}$   & 1.24$\substack{+0.02 \\ -0.06}$   & 123.16   & 1.40   & 0.10   & 23.31 \\
102547   & GOODS-S   & 53.1318547   & $-$27.751345   & 1.098   & 0.99$\substack{+0.01 \\ -0.01}$   & 1.06$\substack{+0.01 \\ -0.66}$   & 1.00$\substack{+0.07 \\ -0.03}$   & 89.87    & 1.25   & 0.14   & 23.72 \\
90791    & GOODS-S   & 53.1149475   & $-$27.767561   & 0.670   & 0.75$\substack{+0.00 \\ -0.00}$   & 0.50$\substack{+0.00 \\ -0.01}$   & 0.75$\substack{+0.00 \\ -0.02}$   & 545.22   & 1.37   & 0.05   & 20.78 \\
115775   & GOODS-S   & 53.1304757   & $-$27.723096   & 1.097   & 1.02$\substack{+0.01 \\ -0.02}$   & 1.06$\substack{+0.01 \\ -0.00}$   & 1.06$\substack{+0.01 \\ -0.00}$   & 97.59    & 1.27   & 0.12   & 23.71 \\
23215    & GOODS-S   & 53.1477455   & $-$27.900513   & 1.089   & 1.03$\substack{+0.02 \\ -0.05}$   & 1.12$\substack{+0.01 \\ -0.03}$   & 1.05$\substack{+0.04 \\ -0.07}$   & 75.85    & 1.46   & 0.17   & 24.40 \\
48650    & GOODS-N   & 189.2090322   & 62.204725   & 0.906   & 0.93$\substack{+0.02 \\ -0.00}$   & 1.11$\substack{+0.00 \\ -0.12}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 293.92   & 1.49   & 0.06   & 22.57 \\
99579    & GOODS-N   & 189.2778410   & 62.293851   & 1.144   & 1.02$\substack{+0.01 \\ -0.03}$   & 1.08$\substack{+0.00 \\ -0.02}$   & 1.06$\substack{+0.00 \\ -0.01}$   & 188.40   & 1.16   & 0.07   & 22.75 \\
81336    & GOODS-N   & 189.3431863   & 62.262050   & 0.938   & 0.92$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 0.92$\substack{+0.00 \\ -0.00}$   & 199.44   & 1.81   & 0.09   & 22.38 \\
121232   & GOODS-N   & 189.3648261   & 62.332437   & 0.855   & 0.74$\substack{+0.02 \\ -0.04}$   & 0.77$\substack{+0.00 \\ -0.00}$   & 0.77$\substack{+0.00 \\ -0.01}$   & 122.17   & 1.24   & 0.08   & 23.37 \\
87372    & GOODS-S   & 53.1931062   & $-$27.775560   & 1.220   & 1.25$\substack{+0.02 \\ -0.02}$   & 1.15$\substack{+0.04 \\ -0.15}$   & 1.25$\substack{+0.03 \\ -0.02}$   & 55.70    & 1.30   & 0.25   & 24.54 \\
92570    & GOODS-N   & 189.2638248   & 62.279586   & 0.744   & 0.97$\substack{+0.00 \\ -0.01}$   & 0.42$\substack{+0.00 \\ -0.00}$   & 0.96$\substack{+0.00 \\ -0.23}$   & 335.65   & 1.15   & 0.04   & 22.42 \\
52998    & GOODS-N   & 189.1516111   & 62.210383   & 0.962   & 0.97$\substack{+0.00 \\ -0.01}$   & 0.99$\substack{+0.00 \\ -0.02}$   & 0.97$\substack{+0.00 \\ -0.01}$   & 220.56   & 1.50   & 0.07   & 22.57 \\
23407    & GOODS-S   & 53.1594748   & $-$27.898455   & 0.690   & 0.62$\substack{+0.03 \\ -0.00}$   & 0.68$\substack{+0.05 \\ -0.00}$   & 0.65$\substack{+0.00 \\ -0.00}$   & 350.54   & 1.46   & 0.07   & 22.09 \\
58084    & GOODS-N   & 189.2297950   & 62.217689   & 0.955   & 0.95$\substack{+0.00 \\ -0.00}$   & 0.96$\substack{+0.00 \\ -0.01}$   & 0.96$\substack{+0.00 \\ -0.00}$   & 133.67   & 1.77   & 0.12   & 23.78 \\
78354    & GOODS-N   & 189.2587331   & 62.254839   & 0.745   & 0.82$\substack{+0.01 \\ -0.02}$   & 0.49$\substack{+0.01 \\ -0.00}$   & 0.72$\substack{+0.04 \\ -0.05}$   & 120.91   & 1.26   & 0.09   & 23.32 \\
51522    & GOODS-S   & 53.1843014   & $-$27.844309   & 1.122   & 1.01$\substack{+0.06 \\ -0.02}$   & 1.25$\substack{+0.22 \\ -0.18}$   & 1.07$\substack{+0.00 \\ -0.04}$   & 56.38    & 1.19   & 0.23   & 25.02 \\
77715    & GOODS-N   & 189.1926147   & 62.257590   & 0.851   & 0.90$\substack{+0.15 \\ -0.00}$   & 0.34$\substack{+0.02 \\ -0.01}$   & 1.04$\substack{+0.07 \\ -0.06}$   & 310.37   & 1.22   & 0.05   & 21.99 \\
37495    & GOODS-N   & 189.1501810   & 62.183402   & 0.934   & 0.88$\substack{+0.03 \\ -0.04}$   & 0.30$\substack{+0.07 \\ -0.00}$   & 0.82$\substack{+0.06 \\ -0.00}$   & 118.26   & 1.19   & 0.08   & 23.73 \\
108448   & GOODS-N   & 189.3793856   & 62.308392   & 1.199   & 1.08$\substack{+0.01 \\ -0.01}$   & 1.13$\substack{+0.08 \\ -0.00}$   & 1.13$\substack{+0.00 \\ -0.01}$   & 326.05   & 1.36   & 0.06   & 23.32 \\
80411    & GOODS-N   & 189.1932733   & 62.258074   & 0.850   & 0.84$\substack{+0.00 \\ -0.00}$   & 0.85$\substack{+0.02 \\ -0.00}$   & 0.84$\substack{+0.00 \\ -0.00}$   & 268.81   & 1.69   & 0.08   & 22.67 \\
77927    & GOODS-N   & 189.2379471   & 62.253144   & 0.849   & 0.83$\substack{+0.01 \\ -0.01}$   & 0.37$\substack{+0.33 \\ -0.07}$   & 0.83$\substack{+0.00 \\ -0.00}$   & 143.19   & 1.33   & 0.08   & 23.39 \\
84478    & GOODS-S   & 53.1392830   & $-$27.780668   & 0.733   & 0.68$\substack{+0.00 \\ -0.00}$   & 0.49$\substack{+0.01 \\ -0.02}$   & 0.70$\substack{+0.03 \\ -0.00}$   & 204.33   & 1.23   & 0.06   & 23.11 \\
75659    & GOODS-N   & 189.1866640   & 62.248714   & 0.845   & 0.85$\substack{+0.05 \\ -0.00}$   & 0.30$\substack{+0.00 \\ -0.00}$   & 0.83$\substack{+0.00 \\ -0.00}$   & 199.17   & 1.25   & 0.06   & 22.82 \\
82986    & GOODS-N   & 189.3028992   & 62.262840   & 0.936   & 0.97$\substack{+0.00 \\ -0.04}$   & 0.31$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.03 \\ -0.03}$   & 366.57   & 1.22   & 0.04   & 22.11 \\
119774   & GOODS-S   & 53.0594358   & $-$27.715070   & 0.814   & 0.81$\substack{+0.04 \\ -0.01}$   & 0.81$\substack{+0.01 \\ -0.01}$   & 0.80$\substack{+0.01 \\ -0.00}$   & 98.98    & 1.36   & 0.11   & 23.84 \\
71198    & GOODS-N   & 189.1762207   & 62.241568   & 0.849   & 1.03$\substack{+0.01 \\ -0.01}$   & 1.38$\substack{+0.00 \\ -0.00}$   & 1.04$\substack{+0.00 \\ -0.00}$   & 110.54   & 1.13   & 0.08   & 23.77 \\
22917    & GOODS-S   & 53.1709179   & $-$27.900476   & 0.671   & 0.65$\substack{+0.02 \\ -0.00}$   & 0.66$\substack{+0.00 \\ -0.00}$   & 0.67$\substack{+0.00 \\ -0.00}$   & 226.47   & 1.65   & 0.12   & 22.84 \\
83883    & GOODS-S   & 53.1903515   & $-$27.782001   & 0.743   & 1.19$\substack{+0.01 \\ -0.01}$   & 1.26$\substack{+0.01 \\ -0.01}$   & 1.29$\substack{+0.00 \\ -0.00}$   & 98.72    & 1.11   & 0.10   & 24.13 \\
122855   & GOODS-N   & 189.3990766   & 62.335984   & 1.082   & 1.04$\substack{+0.01 \\ -0.01}$   & 0.98$\substack{+0.01 \\ -0.01}$   & 1.06$\substack{+0.00 \\ -0.00}$   & 172.91   & 1.17   & 0.07   & 23.51 \\
13499    & GOODS-S   & 53.1698435   & $-$27.918154   & 0.978   & 0.98$\substack{+0.02 \\ -0.03}$   & 1.00$\substack{+0.00 \\ -0.01}$   & 0.98$\substack{+0.02 \\ -0.03}$   & 456.14   & 1.40   & 0.05   & 21.54 \\
98333    & GOODS-S   & 53.1264391   & $-$27.756544   & 1.223   & 1.20$\substack{+0.05 \\ -0.03}$   & 1.22$\substack{+0.03 \\ -0.02}$   & 1.20$\substack{+0.07 \\ -0.05}$   & 177.44   & 1.42   & 0.10   & 22.68 \\
96475    & GOODS-N   & 189.3574708   & 62.287353   & 0.915   & 0.92$\substack{+0.00 \\ -0.00}$   & 0.77$\substack{+0.00 \\ -0.00}$   & 0.92$\substack{+0.00 \\ -0.09}$   & 216.75   & 1.27   & 0.06   & 22.66 \\
94262    & GOODS-N   & 189.1744817   & 62.282598   & 0.851   & 0.85$\substack{+0.04 \\ -0.02}$   & 0.83$\substack{+0.01 \\ -0.00}$   & 0.84$\substack{+0.00 \\ -0.00}$   & 165.17   & 1.30   & 0.07   & 23.58 \\
121837   & GOODS-S   & 53.0788672   & $-$27.711738   & 1.021   & 1.33$\substack{+0.02 \\ -0.01}$   & 0.41$\substack{+0.00 \\ -0.01}$   & 0.86$\substack{+0.07 \\ -0.04}$   & 68.31    & 1.42   & 0.17   & 24.56 \\
117385   & GOODS-N   & 189.3155191   & 62.321239   & 1.224   & 1.13$\substack{+0.01 \\ -0.04}$   & 1.14$\substack{+0.00 \\ -0.00}$   & 1.14$\substack{+0.00 \\ -0.01}$   & 120.03   & 1.11   & 0.13   & 23.95 \\
72730    & GOODS-N   & 189.1379719   & 62.243688   & 1.224   & 1.29$\substack{+0.13 \\ -0.38}$   & 1.17$\substack{+0.00 \\ -0.01}$   & 1.27$\substack{+0.01 \\ -0.34}$   & 83.29    & 1.25   & 0.19   & 23.85 \\
110397   & GOODS-S   & 53.1440704   & $-$27.734604   & 0.937   & 0.92$\substack{+0.03 \\ -0.01}$   & 1.00$\substack{+0.01 \\ -0.13}$   & 0.92$\substack{+0.01 \\ -0.01}$   & 88.05    & 1.34   & 0.11   & 23.80 \\
66753    & GOODS-N   & 189.2062393   & 62.235220   & 0.752   & 0.83$\substack{+0.06 \\ -0.01}$   & 0.74$\substack{+0.00 \\ -0.27}$   & 0.83$\substack{+0.03 \\ -0.03}$   & 395.31   & 1.31   & 0.05   & 21.87 \\
59747    & GOODS-S   & 53.2155269   & $-$27.830838   & 0.736   & 0.69$\substack{+0.00 \\ -0.00}$   & 0.46$\substack{+0.00 \\ -0.00}$   & 0.69$\substack{+0.00 \\ -0.00}$   & 699.21   & 1.20   & 0.04   & 21.36 \\
87585    & GOODS-N   & 189.1798913   & 62.273634   & 0.851   & 0.85$\substack{+0.00 \\ -0.01}$   & 0.85$\substack{+0.00 \\ -0.00}$   & 0.85$\substack{+0.00 \\ -0.00}$   & 564.01   & 1.71   & 0.08   & 21.21 \\
84715    & GOODS-N   & 189.3234267   & 62.265232   & 0.805   & 0.71$\substack{+0.11 \\ -0.01}$   & 1.26$\substack{+0.03 \\ -0.02}$   & 0.76$\substack{+0.21 \\ -0.01}$   & 191.27   & 1.19   & 0.07   & 23.91 \\
41478    & GOODS-S   & 53.1965788   & $-$27.863206   & 1.114   & 1.11$\substack{+0.00 \\ -0.04}$   & 1.12$\substack{+0.00 \\ -0.00}$   & 1.11$\substack{+0.00 \\ -0.00}$   & 176.04   & 1.46   & 0.08   & 22.99 \\
110801   & GOODS-S   & 53.0620302   & $-$27.732863   & 1.109   & 1.07$\substack{+0.03 \\ -0.07}$   & 1.10$\substack{+0.01 \\ -0.69}$   & 1.10$\substack{+0.00 \\ -0.09}$   & 54.58    & 1.31   & 0.21   & 24.50 \\
37044    & GOODS-N   & 189.2136461   & 62.181028   & 1.226   & 1.25$\substack{+0.04 \\ -0.04}$   & 1.20$\substack{+0.00 \\ -0.01}$   & 1.26$\substack{+0.02 \\ -0.06}$   & 88.27    & 1.77   & 0.18   & 24.01 \\
131165   & GOODS-S   & 53.0746292   & $-$27.689635   & 1.041   & 1.07$\substack{+0.01 \\ -0.00}$   & 1.03$\substack{+0.00 \\ -0.00}$   & 1.04$\substack{+0.00 \\ -0.00}$   & 197.49   & 1.72   & 0.09   & 22.98 \\
112002   & GOODS-N   & 189.2731624   & 62.313660   & 0.857   & 0.92$\substack{+0.10 \\ -0.10}$   & 1.04$\substack{+0.01 \\ -0.02}$   & 1.02$\substack{+0.10 \\ -0.19}$   & 166.12   & 1.45   & 0.09   & 23.66 \\
42430    & GOODS-N   & 189.1616880   & 62.189869   & 1.005   & 0.97$\substack{+0.01 \\ -0.01}$   & 0.96$\substack{+0.00 \\ -0.00}$   & 0.96$\substack{+0.00 \\ -0.00}$   & 118.87   & 1.17   & 0.08   & 23.45 \\
84259    & GOODS-N   & 189.1318744   & 62.267803   & 0.784   & 0.80$\substack{+0.01 \\ -0.00}$   & 0.74$\substack{+0.00 \\ -0.01}$   & 0.75$\substack{+0.00 \\ -0.00}$   & 663.46   & 1.29   & 0.04   & 21.40 \\
113298   & GOODS-S   & 53.0418275   & $-$27.725868   & 1.010   & 1.00$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 345.89   & 1.83   & 0.07   & 22.16 \\
106859   & GOODS-S   & 53.0965076   & $-$27.739684   & 0.738   & 0.90$\substack{+0.01 \\ -0.04}$   & 0.30$\substack{+0.00 \\ -0.00}$   & 0.91$\substack{+0.00 \\ -0.10}$   & 305.43   & 1.29   & 0.05   & 22.28 \\
96098    & GOODS-N   & 189.3939587   & 62.289808   & 0.641   & 0.83$\substack{+0.05 \\ -0.00}$   & 1.00$\substack{+0.01 \\ -0.00}$   & 0.83$\substack{+0.12 \\ -0.00}$   & 552.13   & 1.37   & 0.05   & 20.86 \\
114275   & GOODS-N   & 189.3170025   & 62.316902   & 1.027   & 0.97$\substack{+0.01 \\ -0.00}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.01 \\ -0.00}$   & 169.77   & 1.12   & 0.06   & 23.48 \\
81269    & GOODS-N   & 189.3327660   & 62.258972   & 0.842   & 0.95$\substack{+0.01 \\ -0.01}$   & 1.47$\substack{+0.01 \\ -0.00}$   & 0.79$\substack{+0.01 \\ -0.01}$   & 175.66   & 1.12   & 0.07   & 23.35 \\
72646    & GOODS-N   & 189.1495348   & 62.243344   & 1.018   & 1.23$\substack{+0.01 \\ -0.01}$   & 1.23$\substack{+0.01 \\ -0.01}$   & 1.06$\substack{+0.01 \\ -0.00}$   & 68.78    & 1.31   & 0.18   & 23.78 \\
116653   & GOODS-S   & 53.0776253   & $-$27.721495   & 0.734   & 0.71$\substack{+0.01 \\ -0.02}$   & 0.68$\substack{+0.01 \\ -0.00}$   & 0.74$\substack{+0.00 \\ -0.01}$   & 122.59   & 1.30   & 0.09   & 23.08 \\
97147    & GOODS-N   & 189.4000646   & 62.290546   & 0.709   & 0.71$\substack{+0.00 \\ -0.00}$   & 0.70$\substack{+0.12 \\ -0.00}$   & 0.69$\substack{+0.00 \\ -0.00}$   & 462.18   & 1.53   & 0.06   & 21.49 \\
108336   & GOODS-S   & 53.1046138   & $-$27.740445   & 1.220   & 1.17$\substack{+0.02 \\ -0.04}$   & 1.11$\substack{+0.01 \\ -0.01}$   & 1.21$\substack{+0.01 \\ -0.01}$   & 62.11    & 1.30   & 0.32   & 24.85 \\
80348    & GOODS-N   & 189.1610350   & 62.257246   & 0.632   & 0.57$\substack{+0.01 \\ -0.01}$   & 0.46$\substack{+0.31 \\ -0.00}$   & 0.60$\substack{+0.01 \\ -0.00}$   & 189.66   & 1.28   & 0.08   & 23.20 \\
36944    & GOODS-N   & 189.1703780   & 62.181871   & 0.874   & 0.89$\substack{+0.00 \\ -0.00}$   & 0.30$\substack{+0.00 \\ -0.00}$   & 0.85$\substack{+0.00 \\ -0.01}$   & 280.71   & 1.20   & 0.04   & 22.49 \\
87433    & GOODS-N   & 189.1871437   & 62.271319   & 0.747   & 0.69$\substack{+0.00 \\ -0.01}$   & 0.67$\substack{+0.00 \\ -0.00}$   & 0.68$\substack{+0.01 \\ -0.00}$   & 293.13   & 1.27   & 0.05   & 22.17 \\
87827    & GOODS-S   & 53.1601613   & $-$27.775527   & 0.630   & 0.61$\substack{+0.00 \\ -0.00}$   & 0.62$\substack{+0.00 \\ -0.00}$   & 0.62$\substack{+0.00 \\ -0.00}$   & 482.50   & 1.67   & 0.08   & 22.20 \\
39487    & GOODS-N   & 189.2072622   & 62.185225   & 1.019   & 0.96$\substack{+0.01 \\ -0.02}$   & 0.38$\substack{+0.01 \\ -0.02}$   & 0.97$\substack{+0.01 \\ -0.02}$   & 134.13   & 1.17   & 0.08   & 23.10 \\
78415    & GOODS-S   & 53.1694751   & $-$27.791939   & 0.667   & 0.66$\substack{+0.00 \\ -0.00}$   & 0.85$\substack{+0.04 \\ -0.02}$   & 0.66$\substack{+0.00 \\ -0.00}$   & 700.45   & 1.53   & 0.05   & 21.68 \\
54327    & GOODS-N   & 189.1841386   & 62.211217   & 0.874   & 0.83$\substack{+0.06 \\ -0.02}$   & 0.61$\substack{+0.00 \\ -0.02}$   & 0.81$\substack{+0.01 \\ -0.00}$   & 112.75   & 1.10   & 0.08   & 23.34 \\
103049   & GOODS-S   & 53.1607879   & $-$27.749989   & 0.979   & 0.98$\substack{+0.01 \\ -0.05}$   & 0.90$\substack{+0.07 \\ -0.00}$   & 0.97$\substack{+0.01 \\ -0.05}$   & 46.16    & 1.21   & 0.20   & 23.34 \\
92755    & GOODS-S   & 53.0983783   & $-$27.766944   & 1.033   & 1.22$\substack{+0.00 \\ -0.00}$   & 1.07$\substack{+0.39 \\ -0.01}$   & 1.21$\substack{+0.02 \\ -0.01}$   & 58.16    & 1.49   & 0.22   & 23.35 \\
122722   & GOODS-S   & 53.0355561   & $-$27.704930   & 0.730   & 0.71$\substack{+0.00 \\ -0.00}$   & 1.04$\substack{+0.00 \\ -0.00}$   & 0.73$\substack{+0.00 \\ -0.00}$   & 751.82   & 1.47   & 0.05   & 21.27 \\
35475    & GOODS-S   & 53.1949430   & $-$27.874946   & 1.227   & 1.11$\substack{+0.02 \\ -0.01}$   & 1.24$\substack{+0.00 \\ -0.00}$   & 1.25$\substack{+0.00 \\ -0.07}$   & 143.49   & 1.37   & 0.12   & 23.15 \\
117153   & GOODS-N   & 189.3762979   & 62.321320   & 0.836   & 0.83$\substack{+0.03 \\ -0.04}$   & 0.64$\substack{+0.01 \\ -0.00}$   & 0.79$\substack{+0.00 \\ -0.00}$   & 107.77   & 1.23   & 0.09   & 23.05 \\
69850    & GOODS-N   & 189.2097716   & 62.238518   & 0.818   & 0.73$\substack{+0.06 \\ -0.02}$   & 0.46$\substack{+0.00 \\ -0.01}$   & 0.71$\substack{+0.02 \\ -0.00}$   & 100.30   & 1.14   & 0.10   & 23.21 \\
47561    & GOODS-N   & 189.2458031   & 62.202469   & 0.852   & 0.91$\substack{+0.00 \\ -0.05}$   & 0.96$\substack{+0.06 \\ -0.00}$   & 0.91$\substack{+0.01 \\ -0.02}$   & 339.30   & 1.44   & 0.05   & 21.95 \\
121405   & GOODS-S   & 53.1220735   & $-$27.712453   & 0.880   & 1.09$\substack{+0.01 \\ -0.09}$   & 0.89$\substack{+0.00 \\ -0.00}$   & 1.06$\substack{+0.00 \\ -0.08}$   & 99.87    & 1.66   & 0.16   & 23.91 \\
85422    & GOODS-N   & 189.2827329   & 62.268248   & 0.936   & 0.93$\substack{+0.01 \\ -0.00}$   & 0.99$\substack{+0.00 \\ -0.00}$   & 0.93$\substack{+0.00 \\ -0.01}$   & 437.05   & 1.45   & 0.05   & 21.53 \\
114657   & GOODS-S   & 53.0456393   & $-$27.724930   & 1.215   & 1.22$\substack{+0.02 \\ -0.07}$   & 1.19$\substack{+0.00 \\ -0.01}$   & 1.22$\substack{+0.02 \\ -0.07}$   & 198.59   & 1.31   & 0.08   & 22.99 \\
35878    & GOODS-S   & 53.1750819   & $-$27.873892   & 0.650   & 0.64$\substack{+0.00 \\ -0.00}$   & 0.30$\substack{+0.01 \\ -0.00}$   & 0.62$\substack{+0.00 \\ -0.00}$   & 383.65   & 1.16   & 0.04   & 22.21 \\
90546    & GOODS-S   & 53.1549743   & $-$27.768908   & 1.050   & 1.06$\substack{+0.00 \\ -0.00}$   & 1.09$\substack{+0.01 \\ -0.00}$   & 1.06$\substack{+0.00 \\ -0.00}$   & 577.57   & 1.77   & 0.07   & 21.86 \\
83248    & GOODS-S   & 53.1616316   & $-$27.780247   & 0.619   & 0.59$\substack{+0.01 \\ -0.00}$   & 0.62$\substack{+0.00 \\ -0.00}$   & 0.59$\substack{+0.00 \\ -0.00}$   & 588.09   & 1.64   & 0.07   & 21.70 \\
